Item;Ciudad;Contratante;Area;Nestudios;Estudios;Espec;Maestria;Doctorado;Posgrado;Experiencia;Aexperiencia;Lenguajes;DatosAlma;HerraContables;HerraVisualizacion;HerraOfimaticas;OtrosConocimientos;Ing;IngF;Idiomas;Pingles;Sintervalos;SalarioN;Salario;Vacantes;Sector de la vacante
522;Bogotá;AUTOMOTORES TOYOTA COLOMBIA S.A.S;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Vehículos y partes
523;Medellin;ADECCO COLOMBIA S A;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Consultorías y Asesorías
524;Medellin;Empresa confidencial;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Entretenimiento
525;Medellin;Empresa confidencial;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Otros servicios
526;Bogotá;GR Consulting SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Consultorías y Asesorías
527;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;3;Consultorías y Asesorías
528;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Financiero
529;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;5;3;0;0;1;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Educativo
530;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Asegurador
531;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Asegurador
532;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;10;4;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
533;Bucaramanga;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;10;4;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
534;Bucaramanga;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1.5;1;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;2;Financiero
535;Bogotá;ADECCO COLOMBIA S A;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Consultorías y Asesorías
536;Bogotá;DINISSAN;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Vehículos y partes
537;Bucaramanga;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;1;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Financiero
538;Bucaramanga;Empresa confidencial;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Entretenimiento
539;Bucaramanga;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;5;3;1;0;0;0;1;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Servicios
540;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Asegurador
541;Bucaramanga;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;3;Servicios
542;Bogotá;Empresa confidencial;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Educativo
543;Bogotá;STAFFING DE COLOMBIA;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;7;Consultorías y Asesorías
544;Bogotá;Multibanca Colpatria;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;C2;0;C;Si;$2,5 a $3 millones;2750000;2;3;Financiero
545;Bucaramanga;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;0;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Financiero
546;Bucaramanga;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$5,5 a $6 millones;5750000;3;1;Servicios
547;Bucaramanga;RESUELVE TU DEUDA COLOMBIA;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;0.5;1;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;25;Financiero
548;Bucaramanga;Empresa confidencial;otros;3;Especialización;1;1;0;1;4;2;0;0;0;0;0;0;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Financiero
549;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;2;Consultorías y Asesorías
550;Bucaramanga;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Alimentos
551;Bucaramanga;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;8;4;0;0;1;0;1;0;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Químicos
552;Bogotá;UNIMINUTO;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Educativo
553;Bogotá;ONE LINK BPO;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;1;0;B2;0;B;Si;$2 a $2,5 millones;2250000;2;3;Telecomunicaciones
554;Bucaramanga;UNIMINUTO;Docencia e I+D;3;Maestría;1;1;0;1;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Educativo
555;Bucaramanga;Empresa confidencial;Operaciones y Procesos;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Salud
556;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
557;Bucaramanga;HUMAN TALENT EMPRESA DE SERVICIOS TEMPORALES SAS;Operaciones y Procesos;2;Universitaria;1;0;0;1;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Consultorías y Asesorías
558;Bucaramanga;ASONAC;Operaciones y Procesos;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Estatal
559;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;1;1;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;2;Financiero
560;Bucaramanga;MANPOWER;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;3;2;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;5;Consultorías y Asesorías
561;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Financiero
562;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Servicios
563;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Financiero
565;Bucaramanga;MANPOWER;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;5;Consultorías y Asesorías
566;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;6;3;0;0;0;0;0;1;B2;0;B;Si;$6 millones o más;6500000;3;1;Financiero
567;Cali;Na;Operaciones y Procesos;2;Universitaria;0;0;0;0;2;2;0;0;1;0;1;1;C1;0;C;Si;$4 a $4,5 millones;4250000;2;1;
568;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;0;1;0;0;0;0;1;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;
569;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;
570;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;0;1;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;
571;Cali;Na;Compras, Inventarios y comercio Internacional;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;
572;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
573;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;1;0;1;0;0;1;Otro;0;Otro;No;Otro;870000;0;1;
574;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;1;
575;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;1;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;1;
576;Cali;Na;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;Otro;870000;0;10;
577;Cali;Na;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;Otro;870000;0;1;
578;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
579;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No; $3 a $3,5 millones;3250000;2;1;
580;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;
581;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;
582;Cali;Na;Docencia e I+D;3;Especialización;1;0;0;1;8;4;0;0;0;0;0;1;C1;0;C;Si;$6 a $8 millones;7000000;3;1;
583;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;B2;0;B;Si;$2 a $2,5 millones;2250000;2;1;
584;Cali;Na;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;1;
585;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;0;Otro;No; $3,5 a $4 millones;3750000;2;1;
586;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;
587;Cali;Na;Docencia e I+D;3;Maestría;0;1;0;1;2;2;0;0;0;0;0;1;Otro;0;Otro;No; $3,5 a $4 millones;3750000;2;1;
588;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;0;1;0;0;0;0;0;0;Otro;0;Otro;No;Otro;870000;0;1;
589;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No; $3,5 a $4 millones;3750000;2;1;
590;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;Otro;870000;0;1;
591;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;0;1;0;0;0;0;0;0;Otro;0;Otro;No;Otro;870000;0;1;
592;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;8;4;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;1;
593;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;0;1;0;0;0;0;0;0;Otro;0;Otro;No;Otro;870000;0;1;
594;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;Otro;870000;0;1;
595;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;1;
596;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
597;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;1;
598;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;5;3;0;0;0;0;1;1;Otro;0;Otro;No;Otro;870000;0;1;
599;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
600;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;1;C1;0;C;Si;$2 a $2,5 millones;2250000;2;1;
601;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;
602;Cali;Na;otros;2;Universitaria;0;0;0;0;1;1;0;1;0;0;1;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;
603;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;Otro;870000;0;1;
604;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;
605;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No; $3 a $3,5 millones;3250000;2;1;
606;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No; $3,5 a $4 millones;3750000;2;1;
607;Cali;Na;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;
608;Cali;Na;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;
609;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;0;1;0;0;1;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
610;Cali;Na;otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
611;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;1;
612;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;
613;Cali;Na;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;C1;0;C;Si;$1,5 a $2 millones;1750000;1;1;
614;Cali;Na;otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;
615;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;
616;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
617;Cali;Na;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No; $3,5 a $4 millones;3750000;2;1;
618;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$4,5 a $5,5 millones;5000000;2;1;
619;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No; $3,5 a $4 millones;3750000;2;1;
620;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;Otro;0;Otro;No;$6 a $8 millones;7000000;3;1;
621;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;0;Otro;No;Otro;870000;0;1;
622;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;8;4;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;1;
623;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;1;Otro;0;Otro;No;$4,5 a $5,5 millones;5000000;2;1;
624;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
625;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;1;1;0;0;0;0;1;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;
626;Cali;Na;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;
627;Cali;Na;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;0;0;0;1;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
628;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
629;Cali;Na;Docencia e I+D;3;Maestría;0;0;0;0;6;3;1;0;0;0;0;1;Otro;0;Otro;No;$5,5 a $6 millones;5750000;3;1;
630;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
631;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
632;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
633;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;1;1;0;0;0;0;1;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;
634;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;1;
635;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
636;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;1;0;0;1;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
637;Cali;Na;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
638;Cali;Na;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;
639;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;1;
640;Medellin;;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;
641;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;0;1;0;0;0;0;0;0;Otro;0;Otro;No;Menos de $1 millón;800000;1;10;
642;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;1;1;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;3;
643;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;
644;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;2;
645;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;B2;0;B;Si;$3 a $3,5 millones;3250000;2;1;
646;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;0;Otro;No;Otro;870000;0;1;
647;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;B1;0;B;Si;$2,5 a $3 millones;2750000;2;3;
648;Medellin;;Docencia e I+D;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;12;
649;Medellin;;Docencia e I+D;3;Maestría;0;1;0;1;10;4;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;1;
650;Medellin;;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;10;4;0;0;0;0;0;1;C1;0;C;Si; Más de $21 millones;22000000;3;1;
651;Medellin;;Comercial, ventas y servicio al cliente;2;Universitaria;1;0;0;1;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$4,5 a $5,5 millones;5000000;2;1;
652;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;5;
653;Medellin;;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;
654;Medellin;;Operaciones y Procesos;2;Universitaria;0;0;0;0;2;2;1;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;
655;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;2;
656;Medellin;;Operaciones y Procesos;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Otro;870000;0;1;
657;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;
658;Medellin;;otros;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;
659;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;
660;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;
661;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;
662;Medellin;;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;
663;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;
664;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;
665;Medellin;;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;B2;0;B;Si;$10 a $12,5 millones;11250000;3;1;
